,Unnamed: 0,Pre-packaged Job Solutions,Remote Testing,Adaptive/IRT,Test Type,Description,Job_Levels,Languages,Assessment_Length
402,402,/products/product-catalog/view/cobol-programming-new/,T,F,['Knowledge & Skills'],"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
403,403,/products/product-catalog/view/computer-science-new/,T,F,['Knowledge & Skills'],"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
404,404,/products/product-catalog/view/contact-center-call-simulation-new/,T,F,['Simulations'],Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 15
405,405,/products/product-catalog/view/conversational-multichat-simulation/,T,F,['Simulations'],"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",,"English (USA),",Approximate Completion Time in minutes = 11
406,406,/products/product-catalog/view/core-java-advanced-level-new/,T,F,['Knowledge & Skills'],"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
407,407,/products/product-catalog/view/core-java-entry-level-new/,T,F,['Knowledge & Skills'],"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
408,408,/products/product-catalog/view/count-out-the-money/,T,T,"['Knowledge & Skills', 'Simulations']",The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,","English (USA), English (Australia), English (Canada), English International, English (South Africa),",Approximate Completion Time in minutes = 5
409,409,/products/product-catalog/view/css3-new/,T,F,['Knowledge & Skills'],Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
410,410,/products/product-catalog/view/culinary-skills-new/,T,F,['Knowledge & Skills'],"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7
411,411,/products/product-catalog/view/customer-service-phone-simulation/,T,F,"['Biodata & Situational Judgement', 'Simulations']","As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.
""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""","Entry-Level,","French (Canada), Portuguese (Brazil), Dutch, Italian, Spanish, French, Latin American Spanish, Chinese Simplified, English (Australia), English International, English (USA),",Approximate Completion Time in minutes = 20
